payment_id,merchant_id,cause,needs_human,difference_paise,ledger_paise,settlement_paise,captured_ts,refunded_ts,utrs,bank_captured_on,settled_on,remarks
pay_000009018473,M71324249,timing_captured_after_cutoff,False,24964,24964,,2025-09-15 21:55:39,,,,,
pay_000009018474,M85602508,timing_captured_after_cutoff,False,24953,24953,,2025-09-15 23:45:29,,,,,
pay_000009018475,M16465801,timing_captured_after_cutoff,False,24920,24920,,2025-09-15 20:41:54,,,,,
pay_000009018476,M25550771,timing_captured_after_cutoff,False,24967,24967,,2025-09-15 21:13:33,,,,,
pay_000009018477,M41193306,timing_captured_after_cutoff,False,199934,199934,,2025-09-15 22:19:20,,,,,
pay_000009018478,M26050621,timing_captured_after_cutoff,False,199953,199953,,2025-09-15 18:57:17,,,,,
pay_000009018479,M97416324,timing_captured_after_cutoff,False,19951,19951,,2025-09-15 23:54:16,,,,,
pay_000009018480,M41919033,timing_captured_after_cutoff,False,199942,199942,,2025-09-15 23:35:47,,,,,
pay_000009018481,M27814328,timing_captured_after_cutoff,False,49992,49992,,2025-09-15 18:45:33,,,,,
pay_000009018482,M17935299,timing_captured_after_cutoff,False,49920,49920,,2025-09-15 21:06:56,,,,,
pay_000009018483,M50559107,timing_captured_after_cutoff,False,24990,24990,,2025-09-15 20:20:53,,,,,
pay_000009018484,M49098767,timing_captured_after_cutoff,False,49975,49975,,2025-09-15 19:28:32,,,,,
pay_000009018485,M91408484,timing_captured_after_cutoff,False,1249975,1249975,,2025-09-15 23:18:15,,,,,
pay_000009018486,M20149284,timing_captured_after_cutoff,False,9984,9984,,2025-09-15 19:14:14,,,,,
pay_000009018487,M65805815,timing_captured_after_cutoff,False,349947,349947,,2025-09-15 21:05:09,,,,,
pay_000009018488,M73661688,timing_captured_after_cutoff,False,199930,199930,,2025-09-15 23:54:00,,,,,
pay_000009018489,M84980419,timing_captured_after_cutoff,False,599930,599930,,2025-09-15 21:13:29,,,,,
pay_000009018490,M83487104,timing_captured_after_cutoff,False,99901,99901,,2025-09-15 22:25:23,,,,,
pay_000009018491,M79374858,timing_captured_after_cutoff,False,150035,150035,,2025-09-15 18:01:53,,,,,
pay_000009018492,M29800659,timing_captured_after_cutoff,False,1249949,1249949,,2025-09-15 23:57:21,,,,,
pay_000009018493,M20514625,timing_captured_after_cutoff,False,99984,99984,,2025-09-15 18:57:53,,,,,
pay_000009018494,M37085072,timing_captured_after_cutoff,False,99964,99964,,2025-09-15 23:10:09,,,,,
pay_000009018495,M96087378,timing_captured_after_cutoff,False,99909,99909,,2025-09-15 19:44:34,,,,,
pay_000009018496,M21804718,timing_captured_after_cutoff,False,1249911,1249911,,2025-09-15 18:30:55,,,,,
pay_000009018497,M39345776,timing_captured_after_cutoff,False,99963,99963,,2025-09-15 23:27:00,,,,,
pay_000009018498,M84613085,timing_captured_after_cutoff,False,24951,24951,,2025-09-15 23:26:17,,,,,
pay_000009018499,M45044006,timing_captured_after_cutoff,False,349999,349999,,2025-09-15 21:21:16,,,,,
pay_000009018500,M77086075,timing_captured_after_cutoff,False,24973,24973,,2025-09-15 23:39:53,,,,,
pay_000009018501,M87227280,timing_captured_after_cutoff,False,599945,599945,,2025-09-15 18:39:05,,,,,
pay_000009018502,M49496509,timing_captured_after_cutoff,False,19928,19928,,2025-09-15 21:29:01,,,,,
pay_000009018503,M79019281,timing_captured_after_cutoff,False,599955,599955,,2025-09-15 21:20:19,,,,,
pay_000009018504,M54740498,timing_captured_after_cutoff,False,199904,199904,,2025-09-15 19:10:41,,,,,
pay_000009018505,M64222594,timing_captured_after_cutoff,False,99933,99933,,2025-09-15 19:47:50,,,,,
pay_000009018506,M35794029,timing_captured_after_cutoff,False,1249991,1249991,,2025-09-15 18:11:23,,,,,
pay_000009018507,M41452943,timing_captured_after_cutoff,False,1249954,1249954,,2025-09-15 21:35:37,,,,,
pay_000009018508,M56569368,timing_captured_after_cutoff,False,99932,99932,,2025-09-15 18:45:03,,,,,
pay_000009018509,M34340583,timing_captured_after_cutoff,False,99995,99995,,2025-09-15 19:00:18,,,,,
pay_000009018510,M26065962,timing_captured_after_cutoff,False,24915,24915,,2025-09-15 20:39:32,,,,,
pay_000009018511,M49279774,timing_captured_after_cutoff,False,9967,9967,,2025-09-15 22:15:50,,,,,
pay_000009018512,M66585753,timing_captured_after_cutoff,False,99902,99902,,2025-09-15 20:08:34,,,,,
pay_000009018513,M97115569,timing_captured_after_cutoff,False,49973,49973,,2025-09-15 19:08:15,,,,,
pay_000009018514,M54920657,timing_captured_after_cutoff,False,99988,99988,,2025-09-15 18:59:31,,,,,
pay_000009018515,M43796998,timing_captured_after_cutoff,False,149992,149992,,2025-09-15 21:11:30,,,,,
pay_000009018516,M53181122,timing_captured_after_cutoff,False,99995,99995,,2025-09-15 20:11:37,,,,,
pay_000009018517,M64483876,timing_captured_after_cutoff,False,49935,49935,,2025-09-15 20:51:46,,,,,
pay_000009018518,M10588136,timing_captured_after_cutoff,False,150017,150017,,2025-09-15 21:40:37,,,,,
pay_000009018519,M75404338,timing_captured_after_cutoff,False,199958,199958,,2025-09-15 22:34:29,,,,,
pay_000009018520,M28511554,timing_captured_after_cutoff,False,349964,349964,,2025-09-15 22:36:57,,,,,
pay_000009018521,M16388887,timing_captured_after_cutoff,False,150081,150081,,2025-09-15 18:10:38,,,,,
pay_000009018522,M84959366,timing_captured_after_cutoff,False,1249991,1249991,,2025-09-15 21:24:27,,,,,
pay_000009018523,M98793572,timing_captured_after_cutoff,False,99979,99979,,2025-09-15 19:20:57,,,,,
pay_000009018524,M84288565,timing_captured_after_cutoff,False,1249991,1249991,,2025-09-15 21:46:51,,,,,
pay_000009018525,M86171298,timing_captured_after_cutoff,False,199946,199946,,2025-09-15 20:03:48,,,,,
pay_000009018526,M90740105,timing_captured_after_cutoff,False,24904,24904,,2025-09-15 19:11:27,,,,,
pay_000009018527,M72680054,timing_captured_after_cutoff,False,99992,99992,,2025-09-15 19:32:42,,,,,
pay_000009018528,M68224272,timing_captured_after_cutoff,False,9954,9954,,2025-09-15 23:32:39,,,,,
pay_000009018529,M10588136,timing_captured_after_cutoff,False,1249925,1249925,,2025-09-15 21:58:12,,,,,
pay_000009018530,M66557825,timing_captured_after_cutoff,False,9956,9956,,2025-09-15 21:45:14,,,,,
pay_000009018531,M27792377,timing_captured_after_cutoff,False,599961,599961,,2025-09-15 18:34:34,,,,,
pay_000009018532,M94258056,timing_captured_after_cutoff,False,349939,349939,,2025-09-15 21:50:53,,,,,
pay_000009018533,M49186036,timing_captured_after_cutoff,False,599901,599901,,2025-09-15 19:35:32,,,,,
pay_000009018534,M45458756,timing_captured_after_cutoff,False,199954,199954,,2025-09-15 23:49:30,,,,,
pay_000009018535,M31183408,timing_captured_after_cutoff,False,1249982,1249982,,2025-09-15 22:37:49,,,,,
pay_000009018536,M42427010,timing_captured_after_cutoff,False,9930,9930,,2025-09-15 18:56:25,,,,,
pay_000009018537,M42015979,timing_captured_after_cutoff,False,19922,19922,,2025-09-15 23:28:29,,,,,
pay_000009018538,M61853757,timing_captured_after_cutoff,False,9922,9922,,2025-09-15 21:36:29,,,,,
pay_000009018539,M83577785,timing_captured_after_cutoff,False,1249977,1249977,,2025-09-15 20:30:09,,,,,
pay_000009018540,M52952608,timing_captured_after_cutoff,False,349980,349980,,2025-09-15 19:08:58,,,,,
pay_000009018541,M26087418,timing_captured_after_cutoff,False,1249961,1249961,,2025-09-15 22:33:37,,,,,
pay_000009018542,M39637009,timing_captured_after_cutoff,False,19979,19979,,2025-09-15 23:06:24,,,,,
pay_000009018543,M77086075,timing_captured_after_cutoff,False,150087,150087,,2025-09-15 21:29:22,,,,,
pay_000009018544,M40653891,timing_captured_after_cutoff,False,9983,9983,,2025-09-15 19:31:36,,,,,
pay_000009018545,M41616697,timing_captured_after_cutoff,False,99958,99958,,2025-09-15 19:16:43,,,,,
pay_000009018546,M33446807,timing_captured_after_cutoff,False,199955,199955,,2025-09-15 20:48:39,,,,,
pay_000009018547,M22868378,timing_captured_after_cutoff,False,199907,199907,,2025-09-15 21:38:09,,,,,
pay_000009018548,M49098767,timing_captured_after_cutoff,False,1249926,1249926,,2025-09-15 18:17:54,,,,,
pay_000009018549,M76002579,timing_captured_after_cutoff,False,1249936,1249936,,2025-09-15 21:39:30,,,,,
pay_000009018550,M56234030,timing_captured_after_cutoff,False,9945,9945,,2025-09-15 19:51:43,,,,,
pay_000009018551,M20614833,timing_captured_after_cutoff,False,19991,19991,,2025-09-15 20:03:15,,,,,
pay_000009018552,M39793016,timing_captured_after_cutoff,False,19907,19907,,2025-09-15 20:19:33,,,,,
pay_000009018553,M19051462,timing_captured_after_cutoff,False,19941,19941,,2025-09-15 20:10:35,,,,,
pay_000009018554,M83633800,timing_captured_after_cutoff,False,49937,49937,,2025-09-15 22:56:24,,,,,
pay_000009018555,M83577785,timing_captured_after_cutoff,False,599975,599975,,2025-09-15 22:44:17,,,,,
pay_000009018556,M27814328,timing_captured_after_cutoff,False,150083,150083,,2025-09-15 21:04:30,,,,,
pay_000009018557,M88447569,timing_captured_after_cutoff,False,49936,49936,,2025-09-15 20:29:53,,,,,
pay_000009018558,M95735003,timing_captured_after_cutoff,False,150009,150009,,2025-09-15 22:05:35,,,,,
pay_000009018559,M83433129,timing_captured_after_cutoff,False,199962,199962,,2025-09-15 20:11:53,,,,,
pay_000009018560,M52696841,timing_captured_after_cutoff,False,49975,49975,,2025-09-15 20:41:35,,,,,
pay_000009018561,M21765446,timing_captured_after_cutoff,False,49994,49994,,2025-09-15 19:56:34,,,,,
pay_000009018562,M63947826,timing_captured_after_cutoff,False,1249963,1249963,,2025-09-15 23:06:58,,,,,
pay_000009018563,M62759474,timing_captured_after_cutoff,False,599989,599989,,2025-09-15 20:06:15,,,,,
pay_000009018564,M10979494,timing_captured_after_cutoff,False,99902,99902,,2025-09-15 20:02:33,,,,,
pay_000009018565,M19532942,timing_captured_after_cutoff,False,349905,349905,,2025-09-15 19:40:30,,,,,
pay_000009018566,M47755577,timing_captured_after_cutoff,False,599927,599927,,2025-09-15 18:10:56,,,,,
pay_000009018567,M43868403,timing_captured_after_cutoff,False,9928,9928,,2025-09-15 21:53:36,,,,,
pay_000009018568,M47755577,timing_captured_after_cutoff,False,19908,19908,,2025-09-15 21:00:31,,,,,
pay_000009018569,M21436096,timing_captured_after_cutoff,False,99906,99906,,2025-09-15 19:20:25,,,,,
pay_000009018570,M59450351,timing_captured_after_cutoff,False,49938,49938,,2025-09-15 22:05:07,,,,,
pay_000009018571,M29564344,timing_captured_after_cutoff,False,1249978,1249978,,2025-09-15 22:27:23,,,,,
pay_000009018572,M56448641,timing_captured_after_cutoff,False,599926,599926,,2025-09-15 21:21:41,,,,,
pay_000009018573,M30903465,timing_captured_after_cutoff,False,19993,19993,,2025-09-15 20:43:43,,,,,
pay_000009018574,M68989250,timing_captured_after_cutoff,False,49908,49908,,2025-09-15 19:27:49,,,,,
pay_000009018575,M73224578,timing_captured_after_cutoff,False,149998,149998,,2025-09-15 18:43:44,,,,,
pay_000009018576,M32854706,timing_captured_after_cutoff,False,99943,99943,,2025-09-15 19:15:50,,,,,
pay_000009018577,M35438140,timing_captured_after_cutoff,False,24943,24943,,2025-09-15 19:26:33,,,,,
pay_000009018578,M16073075,timing_captured_after_cutoff,False,99951,99951,,2025-09-15 20:35:32,,,,,
pay_000009018579,M98793572,timing_captured_after_cutoff,False,150068,150068,,2025-09-15 21:34:55,,,,,
pay_000009018580,M62892072,timing_captured_after_cutoff,False,150021,150021,,2025-09-15 18:44:31,,,,,
pay_000009018581,M40749958,timing_captured_after_cutoff,False,24929,24929,,2025-09-15 18:43:16,,,,,
pay_000009018582,M74507365,timing_captured_after_cutoff,False,150018,150018,,2025-09-15 19:19:15,,,,,
pay_000009018583,M80608304,timing_captured_after_cutoff,False,199949,199949,,2025-09-15 21:17:15,,,,,
pay_000009018584,M34340583,timing_captured_after_cutoff,False,99927,99927,,2025-09-15 23:25:34,,,,,
pay_000009018585,M72809088,timing_captured_after_cutoff,False,99957,99957,,2025-09-15 22:00:23,,,,,
pay_000009018586,M26065962,timing_captured_after_cutoff,False,24950,24950,,2025-09-15 23:10:14,,,,,
pay_000009018587,M18268712,timing_captured_after_cutoff,False,599939,599939,,2025-09-15 19:42:52,,,,,
pay_000009018588,M41616697,timing_captured_after_cutoff,False,24956,24956,,2025-09-15 19:38:22,,,,,
pay_000009018589,M58354812,timing_captured_after_cutoff,False,599940,599940,,2025-09-15 18:47:17,,,,,
pay_000009018590,M66651069,timing_captured_after_cutoff,False,19938,19938,,2025-09-15 23:19:47,,,,,
pay_000009018591,M81492094,timing_captured_after_cutoff,False,9953,9953,,2025-09-15 23:52:52,,,,,
pay_000009018592,M27814328,timing_captured_after_cutoff,False,49942,49942,,2025-09-15 20:31:54,,,,,
pay_000009018593,M66426710,timing_captured_after_cutoff,False,1249925,1249925,,2025-09-15 18:07:48,,,,,
pay_000009018594,M28995152,timing_captured_after_cutoff,False,199985,199985,,2025-09-15 19:38:15,,,,,
pay_000009018595,M65502006,timing_captured_after_cutoff,False,24954,24954,,2025-09-15 22:16:52,,,,,
pay_000009018596,M41919033,timing_captured_after_cutoff,False,9919,9919,,2025-09-15 18:48:42,,,,,
pay_000009018597,M20702981,timing_captured_after_cutoff,False,99944,99944,,2025-09-15 18:07:43,,,,,
pay_000009018598,M34005993,timing_captured_after_cutoff,False,199906,199906,,2025-09-15 20:30:49,,,,,
pay_000009018599,M39086478,timing_captured_after_cutoff,False,149991,149991,,2025-09-15 21:43:45,,,,,
pay_000009018600,M46127770,timing_captured_after_cutoff,False,24981,24981,,2025-09-15 22:43:55,,,,,
pay_000009018601,M77086075,timing_captured_after_cutoff,False,349977,349977,,2025-09-15 22:23:33,,,,,
pay_000009018602,M16388887,timing_captured_after_cutoff,False,9954,9954,,2025-09-15 22:39:40,,,,,
pay_000009018603,M49098767,timing_captured_after_cutoff,False,99973,99973,,2025-09-15 23:17:29,,,,,
pay_000009018604,M31183408,timing_captured_after_cutoff,False,19946,19946,,2025-09-15 20:39:33,,,,,
pay_000009018605,M28990984,timing_captured_after_cutoff,False,599981,599981,,2025-09-15 19:35:42,,,,,
pay_000009018606,M15319619,timing_captured_after_cutoff,False,49916,49916,,2025-09-15 18:26:22,,,,,
pay_000009018607,M60343451,timing_captured_after_cutoff,False,19910,19910,,2025-09-15 20:00:34,,,,,
pay_000009018608,M29564344,timing_captured_after_cutoff,False,24953,24953,,2025-09-15 18:01:55,,,,,
pay_000009018609,M73042576,timing_captured_after_cutoff,False,24974,24974,,2025-09-15 22:40:01,,,,,
pay_000009018610,M29636122,timing_captured_after_cutoff,False,99944,99944,,2025-09-15 21:27:18,,,,,
pay_000009018611,M12658103,timing_captured_after_cutoff,False,24925,24925,,2025-09-15 22:47:34,,,,,
pay_000009018612,M55601366,timing_captured_after_cutoff,False,49912,49912,,2025-09-15 22:42:52,,,,,
pay_000009018613,M39822170,timing_captured_after_cutoff,False,24980,24980,,2025-09-15 18:12:15,,,,,
pay_000009018614,M28381552,timing_captured_after_cutoff,False,99965,99965,,2025-09-15 20:52:47,,,,,
pay_000009018615,M68779434,timing_captured_after_cutoff,False,9950,9950,,2025-09-15 22:40:12,,,,,
pay_000009018616,M20702981,timing_captured_after_cutoff,False,49981,49981,,2025-09-15 19:44:28,,,,,
pay_000009018617,M89074272,timing_captured_after_cutoff,False,24976,24976,,2025-09-15 21:19:06,,,,,
pay_000009018618,M72642020,timing_captured_after_cutoff,False,19945,19945,,2025-09-15 18:11:22,,,,,
pay_000009018619,M24936480,timing_captured_after_cutoff,False,49963,49963,,2025-09-15 22:14:53,,,,,
pay_000009018620,M68621284,timing_captured_after_cutoff,False,99951,99951,,2025-09-15 19:04:07,,,,,
pay_000009018621,M26065962,timing_captured_after_cutoff,False,349963,349963,,2025-09-15 18:29:30,,,,,
pay_000009018622,M95138410,timing_captured_after_cutoff,False,49995,49995,,2025-09-15 23:53:17,,,,,
pay_000009018623,M53181122,timing_captured_after_cutoff,False,150062,150062,,2025-09-15 22:10:48,,,,,
pay_000009018624,M44098401,timing_captured_after_cutoff,False,349911,349911,,2025-09-15 22:39:02,,,,,
pay_000009018625,M44671111,timing_captured_after_cutoff,False,99982,99982,,2025-09-15 21:54:22,,,,,
pay_000009018626,M19051462,timing_captured_after_cutoff,False,49934,49934,,2025-09-15 20:43:34,,,,,
pay_000009018627,M89139629,timing_captured_after_cutoff,False,599948,599948,,2025-09-15 21:33:13,,,,,
pay_000009018628,M27772451,timing_captured_after_cutoff,False,24954,24954,,2025-09-15 22:10:06,,,,,
pay_000009018629,M18268712,timing_captured_after_cutoff,False,199958,199958,,2025-09-15 21:52:19,,,,,
pay_000009018630,M88490072,timing_captured_after_cutoff,False,1249971,1249971,,2025-09-15 18:24:36,,,,,
pay_000009018631,M65502006,timing_captured_after_cutoff,False,1249986,1249986,,2025-09-15 19:25:03,,,,,
pay_000009018632,M66520117,timing_captured_after_cutoff,False,99986,99986,,2025-09-15 20:34:29,,,,,
pay_000009018633,M23189560,timing_captured_after_cutoff,False,9942,9942,,2025-09-15 20:34:38,,,,,
pay_000009018634,M93619349,timing_captured_after_cutoff,False,150077,150077,,2025-09-15 20:34:26,,,,,
pay_000009018635,M96087378,timing_captured_after_cutoff,False,349971,349971,,2025-09-15 19:05:47,,,,,
pay_000009018636,M58570562,timing_captured_after_cutoff,False,599998,599998,,2025-09-15 20:12:48,,,,,
pay_000009018637,M95548492,timing_captured_after_cutoff,False,1249915,1249915,,2025-09-15 20:53:52,,,,,
pay_000009018638,M40749958,timing_captured_after_cutoff,False,49914,49914,,2025-09-15 22:09:45,,,,,
pay_000009018639,M52140923,timing_captured_after_cutoff,False,24988,24988,,2025-09-15 19:11:00,,,,,
pay_000009018640,M54740498,timing_captured_after_cutoff,False,349995,349995,,2025-09-15 19:39:28,,,,,
pay_000009018641,M60634697,timing_captured_after_cutoff,False,150015,150015,,2025-09-15 23:34:15,,,,,
pay_000009018642,M86128513,timing_captured_after_cutoff,False,9954,9954,,2025-09-15 22:41:50,,,,,
pay_000009018643,M14214838,timing_captured_after_cutoff,False,99919,99919,,2025-09-15 22:29:31,,,,,
pay_000009018644,M53392764,timing_captured_after_cutoff,False,24950,24950,,2025-09-15 18:10:00,,,,,
pay_000009018645,M35794029,timing_captured_after_cutoff,False,9978,9978,,2025-09-15 20:28:51,,,,,
pay_000009018646,M99281141,timing_captured_after_cutoff,False,19966,19966,,2025-09-15 23:07:18,,,,,
pay_000009018647,M74361119,timing_captured_after_cutoff,False,19973,19973,,2025-09-15 20:21:25,,,,,
pay_000009018648,M61801892,timing_captured_after_cutoff,False,99952,99952,,2025-09-15 18:51:33,,,,,
pay_000009018649,M18284434,timing_captured_after_cutoff,False,99949,99949,,2025-09-15 21:27:11,,,,,
pay_000009018650,M85427386,timing_captured_after_cutoff,False,349912,349912,,2025-09-15 20:33:20,,,,,
pay_000009018651,M84980419,timing_captured_after_cutoff,False,199958,199958,,2025-09-15 22:57:09,,,,,
pay_000009018652,M92516134,timing_captured_after_cutoff,False,9981,9981,,2025-09-15 23:08:26,,,,,
pay_000009018653,M85365839,timing_captured_after_cutoff,False,1249973,1249973,,2025-09-15 19:24:55,,,,,
pay_000009018654,M24936480,timing_captured_after_cutoff,False,349907,349907,,2025-09-15 21:09:59,,,,,
pay_000009018655,M54653648,timing_captured_after_cutoff,False,199929,199929,,2025-09-15 22:47:48,,,,,
pay_000009018656,M83577785,timing_captured_after_cutoff,False,49972,49972,,2025-09-15 22:01:08,,,,,
pay_000009018657,M66632544,timing_captured_after_cutoff,False,9912,9912,,2025-09-15 19:30:34,,,,,
pay_000009018658,M85603833,timing_captured_after_cutoff,False,1249984,1249984,,2025-09-15 23:19:43,,,,,
pay_000009018659,M29636122,timing_captured_after_cutoff,False,599984,599984,,2025-09-15 18:10:24,,,,,
pay_000009018660,M98959631,timing_captured_after_cutoff,False,199927,199927,,2025-09-15 23:46:14,,,,,
pay_000009018661,M43750781,timing_captured_after_cutoff,False,1249975,1249975,,2025-09-15 19:13:06,,,,,
pay_000009018662,M16112266,timing_captured_after_cutoff,False,99940,99940,,2025-09-15 21:50:25,,,,,
pay_000009018663,M15354267,timing_captured_after_cutoff,False,19992,19992,,2025-09-15 23:00:42,,,,,
pay_000009018664,M37085072,timing_captured_after_cutoff,False,349984,349984,,2025-09-15 19:35:08,,,,,
pay_000009018665,M78845227,timing_captured_after_cutoff,False,19996,19996,,2025-09-15 18:15:58,,,,,
pay_000009018666,M54920657,timing_captured_after_cutoff,False,24946,24946,,2025-09-15 23:47:22,,,,,
pay_000009018667,M70993207,timing_captured_after_cutoff,False,199991,199991,,2025-09-15 21:23:59,,,,,
pay_000009018668,M66518730,timing_captured_after_cutoff,False,24908,24908,,2025-09-15 22:28:00,,,,,
pay_000009018669,M62892072,timing_captured_after_cutoff,False,99933,99933,,2025-09-15 18:21:47,,,,,
pay_000009018670,M30410607,timing_captured_after_cutoff,False,9997,9997,,2025-09-15 20:11:53,,,,,
pay_000009018671,M65402463,timing_captured_after_cutoff,False,1249907,1249907,,2025-09-15 19:51:59,,,,,
pay_000009018672,M32835665,timing_captured_after_cutoff,False,150085,150085,,2025-09-15 22:42:18,,,,,
pay_000009018673,M10116189,timing_captured_after_cutoff,False,24988,24988,,2025-09-15 18:12:32,,,,,
pay_000009018674,M15354267,timing_captured_after_cutoff,False,19915,19915,,2025-09-15 20:19:58,,,,,
pay_000009018675,M86669048,timing_captured_after_cutoff,False,24971,24971,,2025-09-15 19:45:01,,,,,
pay_000009018676,M91513011,timing_captured_after_cutoff,False,19995,19995,,2025-09-15 18:06:10,,,,,
pay_000009018677,M75150235,timing_captured_after_cutoff,False,24975,24975,,2025-09-15 19:40:54,,,,,
pay_000009018678,M53181122,timing_captured_after_cutoff,False,1249946,1249946,,2025-09-15 20:11:40,,,,,
pay_000009018679,M96168313,timing_captured_after_cutoff,False,9995,9995,,2025-09-15 20:54:25,,,,,
pay_000009018680,M92715158,timing_captured_after_cutoff,False,199929,199929,,2025-09-15 21:32:33,,,,,
pay_000009018681,M52696841,timing_captured_after_cutoff,False,99970,99970,,2025-09-15 21:37:54,,,,,
pay_000009018682,M31183408,timing_captured_after_cutoff,False,49989,49989,,2025-09-15 20:42:05,,,,,
pay_000009018683,M39345776,timing_captured_after_cutoff,False,19985,19985,,2025-09-15 18:52:09,,,,,
pay_000009018684,M99281141,timing_captured_after_cutoff,False,9987,9987,,2025-09-15 23:05:46,,,,,
pay_000009018685,M94258056,timing_captured_after_cutoff,False,49990,49990,,2025-09-15 21:37:15,,,,,
pay_000009018686,M18284434,timing_captured_after_cutoff,False,349973,349973,,2025-09-15 19:34:58,,,,,
pay_000009018687,M29800659,timing_captured_after_cutoff,False,49996,49996,,2025-09-15 23:37:00,,,,,
pay_000009018688,M16465801,timing_captured_after_cutoff,False,19979,19979,,2025-09-15 23:15:56,,,,,
pay_000009018689,M54920657,timing_captured_after_cutoff,False,24991,24991,,2025-09-15 18:27:46,,,,,
pay_000009018690,M79019281,timing_captured_after_cutoff,False,199947,199947,,2025-09-15 18:55:24,,,,,
pay_000009018691,M36093158,timing_captured_after_cutoff,False,19905,19905,,2025-09-15 23:08:39,,,,,
pay_000009018692,M60343451,timing_captured_after_cutoff,False,349996,349996,,2025-09-15 19:31:33,,,,,
pay_000009018693,M77869053,timing_captured_after_cutoff,False,150027,150027,,2025-09-15 23:53:06,,,,,
pay_000009018694,M91369117,timing_captured_after_cutoff,False,1249907,1249907,,2025-09-15 22:37:19,,,,,
pay_000009018695,M44671111,timing_captured_after_cutoff,False,349959,349959,,2025-09-15 18:05:37,,,,,
pay_000009018696,M42460996,timing_captured_after_cutoff,False,24993,24993,,2025-09-15 23:08:39,,,,,
pay_000009018697,M73661612,timing_captured_after_cutoff,False,199937,199937,,2025-09-15 21:10:59,,,,,
pay_000009018698,M26615659,timing_captured_after_cutoff,False,199922,199922,,2025-09-15 21:46:41,,,,,
pay_000009018699,M96342512,timing_captured_after_cutoff,False,24935,24935,,2025-09-15 23:06:10,,,,,
pay_000009018700,M95352063,timing_captured_after_cutoff,False,9942,9942,,2025-09-15 23:31:35,,,,,
pay_000009018701,M31108700,timing_captured_after_cutoff,False,1249943,1249943,,2025-09-15 20:53:58,,,,,
pay_000009018702,M24047359,timing_captured_after_cutoff,False,99914,99914,,2025-09-15 22:11:54,,,,,
pay_000009018703,M66271986,timing_captured_after_cutoff,False,149995,149995,,2025-09-15 19:19:41,,,,,
pay_000009018704,M98793572,timing_captured_after_cutoff,False,49971,49971,,2025-09-15 22:29:29,,,,,
pay_000009018705,M66546635,timing_captured_after_cutoff,False,1249963,1249963,,2025-09-15 21:02:34,,,,,
pay_000009018706,M86171298,timing_captured_after_cutoff,False,19930,19930,,2025-09-15 18:48:46,,,,,
pay_000009018707,M59450351,timing_captured_after_cutoff,False,9957,9957,,2025-09-15 18:26:59,,,,,
pay_000009018708,M95138410,timing_captured_after_cutoff,False,1249983,1249983,,2025-09-15 19:29:10,,,,,
pay_000009018709,M19051462,timing_captured_after_cutoff,False,199964,199964,,2025-09-15 18:51:34,,,,,
pay_000009018710,M99281141,timing_captured_after_cutoff,False,1249924,1249924,,2025-09-15 18:19:57,,,,,
pay_000009018711,M95735003,timing_captured_after_cutoff,False,349969,349969,,2025-09-15 18:00:33,,,,,
pay_000009018712,M26065962,timing_captured_after_cutoff,False,1249952,1249952,,2025-09-15 23:19:20,,,,,
pay_000009018713,M21804718,timing_captured_after_cutoff,False,49905,49905,,2025-09-15 21:00:17,,,,,
pay_000009018714,M18694053,timing_captured_after_cutoff,False,150071,150071,,2025-09-15 19:51:54,,,,,
pay_000009018715,M60634697,timing_captured_after_cutoff,False,9951,9951,,2025-09-15 21:14:50,,,,,
pay_000009018716,M35794029,timing_captured_after_cutoff,False,9917,9917,,2025-09-15 21:57:03,,,,,
pay_000009018717,M75916217,timing_captured_after_cutoff,False,9925,9925,,2025-09-15 21:29:16,,,,,
pay_000009018718,M53341910,timing_captured_after_cutoff,False,1249970,1249970,,2025-09-15 20:55:04,,,,,
pay_000009018719,M87299796,timing_captured_after_cutoff,False,9953,9953,,2025-09-15 21:13:07,,,,,
pay_000009018720,M86223134,timing_captured_after_cutoff,False,1249910,1249910,,2025-09-15 21:53:31,,,,,
pay_000009018721,M18284434,timing_captured_after_cutoff,False,150078,150078,,2025-09-15 20:58:11,,,,,
pay_000009018722,M68779434,timing_captured_after_cutoff,False,19950,19950,,2025-09-15 21:00:00,,,,,
pay_000009018723,M27569871,timing_captured_after_cutoff,False,99909,99909,,2025-09-15 18:07:20,,,,,
pay_000009018724,M79877744,timing_captured_after_cutoff,False,9952,9952,,2025-09-15 22:07:27,,,,,
pay_000009018725,M10979494,timing_captured_after_cutoff,False,150016,150016,,2025-09-15 19:42:17,,,,,
pay_000009018726,M83577785,timing_captured_after_cutoff,False,9976,9976,,2025-09-15 20:08:26,,,,,
pay_000009018727,M91369117,timing_captured_after_cutoff,False,599968,599968,,2025-09-15 21:56:03,,,,,
pay_000009018728,M63947826,timing_captured_after_cutoff,False,599963,599963,,2025-09-15 20:30:51,,,,,
pay_000009018729,M33463453,timing_captured_after_cutoff,False,1249977,1249977,,2025-09-15 21:56:20,,,,,
pay_000009018730,M83420677,timing_captured_after_cutoff,False,99989,99989,,2025-09-15 20:51:07,,,,,
pay_000009018731,M97115569,timing_captured_after_cutoff,False,99921,99921,,2025-09-15 20:04:58,,,,,
pay_000009018732,M66585753,timing_captured_after_cutoff,False,349990,349990,,2025-09-15 22:51:00,,,,,
pay_000009018733,M56569368,timing_captured_after_cutoff,False,99954,99954,,2025-09-15 21:33:20,,,,,
